,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
299,81,Albert Avenue,Olivia,Daniels,55,Head,Married,Female,Corporate treasurer,None,None
300,81,Albert Avenue,Reece,Daniels,52,Husband,Married,Male,Information systems manager,None,None
301,81,Albert Avenue,Mohammad,Daniels,22,Son,Single,Male,University Student,None,None
302,81,Albert Avenue,Diane,Daniels,18,Daughter,Single,Female,Student,None,None
303,81,Albert Avenue,Katherine,Daniels,13,Daughter,NA,Female,Student,None,NA
304,82,Albert Avenue,Jordan,Rogers,84,Head,Widowed,Male,Retired Podiatrist,None,Christian
305,83,Albert Avenue,Martyn,Hughes,34,Head,Married,Male,Solicitor,None,None
306,83,Albert Avenue,Jane,Hughes,32,Wife,Married,F,Ophthalmologist,None,None
307,83,Albert Avenue,Lawrence,Ali,19,Lodger,Divorced,Male,University Student,None,Sikh
308,84,Albert Avenue,Julian,Taylor,89,Head,Married,Male,Retired Chartered management accountant,None,Christian
309,84,Albert Avenue,Naomi,Taylor,85,Wife,Married,f,Retired Television production assistant,None,Christian
310,85,Albert Avenue,Colin,Newton,44,Head,Single,Male,"Investment banker, operational",None,Christian
311,85,Albert Avenue,Jean,Newton,15,Daughter,NA,Female,Student,None,NA
312,85,Albert Avenue,Laura,Newton,11,Daughter,NA,Female,Student,None,NA
313,85,Albert Avenue,Arthur,Newton,7,Son,NA,Male,Student,None,NA
314,86,Albert Avenue,Sian,Morley,88,Head,Married,Female,Retired Fine artist,None,Methodist
315,86,Albert Avenue,Gordon,Morley,90,Husband,Married,Male,Retired Set designer,None,Methodist
316,87,Albert Avenue,Anne,Wong,41,Head,Married,Female,Mechanical engineer,None,None
317,87,Albert Avenue,Gary,Wong,45,Husband,Married,Male,Applications developer,None,None
318,87,Albert Avenue,Ben,Wong,7,Son,NA,Male,Student,None,NA
319,87,Albert Avenue,Tracy,Wong,1,Daughter,NA,Female,Child,None,NA
320,88,NA,Joe,Dunn,39,Head,Married,Male,Farm manager,None,Christian
321,88,Albert Avenue,Stacey,Dunn,38,Wife,Married,Female,"Producer, radio",None,None
322,89,Albert Avenue,Joshua,Taylor,23,Head,Single,Male,Paediatric nurse,None,None
323,90,Albert Avenue,Charlene,Martin,43,Head,Single,F,Unemployed,None,Christian
324,90,Albert Avenue,Jeffrey,Martin,17,Son,NA,Male,Student,None,NA
325,90,Albert Avenue,Melanie,Martin,15,Daughter,NA,Female,Student,None,NA
326,90,Albert Avenue,Colin,Martin,11,Son,NA,Male,Student,None,NA
327,91,Albert Avenue,Karen,Hodgson,73,Head,Divorced,Female,Retired Commercial art gallery manager,None,Catholic
328,91,Albert Avenue,Janice,Hodgson,39,Daughter,Divorced,Female,Forest/woodland manager,None,None
329,92,Albert Avenue,Stephanie,Briggs,55,Head,Divorced,Female,"Designer, jewellery",None,Methodist
330,92,Albert Avenue,Melanie,Briggs,33,Daughter,Single,Female,Hospital doctor,None,Methodist
331,92,Albert Avenue,Denise,Briggs,32,Daughter,Single,Female,Arboriculturist,None,Methodist
332,93,Albert Avenue,Martin,Ward,41,Head,Single,Male,"Horticulturist, commercial",None,Methodist
333,93,Albert Avenue,John,Ali,59,None,Single,Male,Public house manager,None,Christian
334,93,Albert Avenue,Olivia,Walsh,39,None,Single,Female,Structural engineer,None,None
335,93,Albert Avenue,Eileen,Swift,53,None,Single,female,Management consultant,None,Christian
336,94,Albert Avenue,Chloe,Gardner,43,Head,Single,Female,"Designer, furniture",None,Christian
337,95,Albert Avenue,Abbie,Davison,42,Head,Married,Female,"Engineer, automotive",None,None
338,95,Albert Avenue,Marc,Davison,46,Husband,Married,m,Health service manager,None,None
339,96,Albert Avenue,Ian,Hurst,53,Head,Single,Male,Investment analyst,None,None
340,96,Albert Avenue,Bryan,Butcher,52,None,Single,Male,Financial trader,None,Methodist
341,96,Albert Avenue,Billy,Gallagher,51,None,Single,Male,Armed forces training and education officer,None,Christian
342,96,Albert Avenue,Francis,Warner,25,None,Single,Male,Ophthalmologist,None,None
343,97,Albert Avenue,Kyle,Evans,92,Head,Married,Male,Retired Audiological scientist,None,Christian
344,97,Albert Avenue,Marian,Evans,89,Wife,Married,Female,Retired Tax adviser,None,Christian
345,98,Albert Avenue,Lynda,Williams,21,Head,Single,Female,University Student,None,None
346,98,Albert Avenue,Eleanor,Harris,19,None,Single,Female,University Student,None,Christian
347,98,Albert Avenue,Craig,Gibbs,20,None,Single,Male,University Student,None,None
348,98,Albert Avenue,Carly,Knight,22,None,Single,Female,University Student,None,NA
349,98,Albert Avenue,Glenn,Page,23,None,Single,Male,PhD Student,None,Catholic
350,99,Albert Avenue,Christian,Fisher,41,Head,Single,Male,Chartered loss adjuster,None,Catholic
351,99,Albert Avenue,Georgina,Fitzgerald,13,Step-Daughter,NA,Female,Student,None,NA
352,99,Albert Avenue,Gareth,O'Neill,13,Step-Son,NA,Male,Student,None,NA
353,99,Albert Avenue,Neil,O'Neill,7,Step-Son,NA,Male,Student,None,NA
354,100,Albert Avenue,Jessica,Wright,53,Head,Single,female,"Accountant, chartered",None,Christian
355,100,Albert Avenue,Shannon,Wright,21,Daughter,Single,Female,University Student,None,Christian
356,100,Albert Avenue,Mark,Wright,17,Son,NA,Male,Student,None,NA
357,100,Albert Avenue,Kathleen,Wright,15,Daughter,NA,female,Student,None,NA
358,100,Albert Avenue,Graeme,Wright,13,Son,NA,Male,Student,None,NA
359,101,Albert Avenue,Matthew,Walker,62,Head,Single,male,Armed forces logistics/support/administrative officer,None,Methodist
360,101,Albert Avenue,Elliott,Lawrence,40,None,Single,Male,Tourist information centre manager,None,Catholic
361,102,Albert Avenue,Jasmine,Parry,52,Head,Married,Female,Commercial horticulturist,None,Christian
362,102,Albert Avenue,Sean,Parry,54,Husband,Married,Male,Materials engineer,None,Christian
363,103,Albert Avenue,Beth,West,68,Head,Married,Female,"Retired Librarian, academic",None,Methodist
364,103,Albert Avenue,Kieran,West,72,Husband,Married,Male,Retired IT sales professional,None,Methodist
365,104,Albert Avenue,Leanne,James,31,Head,Married,Female,Unemployed,None,None
366,104,Albert Avenue,Christian,James,37,Husband,Married,Male,"Buyer, retail",None,None
367,105,Albert Avenue,Shirley,Collins,48,Head,Married,Female,Music tutor,None,Catholic
368,105,Albert Avenue,Derek,Collins,48,Husband,Married,Male,Firefighter,None,Catholic
369,105,Albert Avenue,Mohamed,Collins,23,Son,Divorced,Male,Mining engineer,None,Catholic
370,105,Albert Avenue,Sian,Collins,21,Daughter,Divorced,Female,University Student,None,Catholic
371,105,Albert Avenue,Melissa,Collins,3,Daughter,NA,Female,Child,None,NA
372,106,Albert Avenue,Emma,Robertson,50,Head,Divorced,Female,"Scientist, biomedical",None,Methodist
373,106,Albert Avenue,Sara,Evans,20,Daughter,Divorced,Female,University Student,None,None
374,106,Albert Avenue,Sally,Evans,20,Daughter,Single,Female,University Student,None,None
375,106,Albert Avenue,James,Gilbert-Evans,18,Son,Single,Male,Student,None,Methodist
376,107,Albert Avenue,Joan,Hale,48,Head,Single,Female,Illustrator,None,Methodist
377,107,Albert Avenue,Sophie,Hale,5,Daughter,NA,Female,Student,None,NA
378,107,Albert Avenue,Billy,Hale,5,Son,NA,Male,Student,None,NA
379,108,Albert Avenue,Hollie,Singh,57,Head,Married,Female,"Psychologist, prison and probation services",None,None
380,108,Albert Avenue,Robin,Singh,59,Husband,Married,Male,Seismic interpreter,None,None
381,109,Albert Avenue,Zoe,Davis,33,Head,Divorced,Female,Manufacturing systems engineer,None,Catholic
382,109,Albert Avenue,Kayleigh,Davis,9,Daughter,NA,female,Student,None,NA
383,109,Albert Avenue,Garry,Robertson-Davis,6,Son,NA,Male,Student,None,NA
384,109,Albert Avenue,Carole,Swift,61,Lodger,Divorced,Female,Location manager,None,None
385,109,Albert Avenue,Gail,Lewis,49,Lodger,Single,Female,Licensed conveyancer,None,Catholic
386,110,Albert Avenue,Rachael,Green,48,Head,Married,Female,"Education officer, community",None,Catholic
387,110,Albert Avenue,Clifford,Green,48,Husband,Married,Male,Armed forces operational officer,None,Catholic
388,110,Albert Avenue,Susan,Green,15,Daughter,NA,Female,Student,None,NA
389,111,Albert Avenue,Susan,Simpson,49,Head,Married,Female,Financial risk analyst,None,Methodist
390,111,Albert Avenue,Joseph,Simpson,52,Husband,Married,Male,Interior and spatial designer,None,None
391,111,Albert Avenue,Joanne,Simpson,13,Daughter,NA,Female,Student,None,NA
392,111,Albert Avenue,Steven,Simpson,9,Son,NA,Male,Student,None,NA
393,112,Albert Avenue,Gail,Holden,21,Head,Married,Female,University Student,None,Christian
394,112,Albert Avenue,Shane,Holden,23,Husband,Married,Male,Unemployed,None,Christian
395,112,NA,Danny,Holden,0,Son,NA,male,Child,None,NA
396,112,Albert Avenue,Timothy,Gregory,38,Cousin,Single,Male,Commissioning editor,None,Catholic
397,113,Albert Avenue,Christine,Atkins,71,Head,Married,Female,"Retired Producer, television/film/video",None,None
398,113,Albert Avenue,Russell,Atkins,74,Husband,Married,Male,Retired Commercial art gallery manager,None,None
399,113,Albert Avenue,Jeffrey,Atkins,45,Son,Divorced,Male,Dancer,None,None
400,113,Albert Avenue,Molly,Talbot-Atkins,41,Daughter,Single,Female,"Sales professional, IT",None,None
401,113,Albert Avenue,Terry,Talbot-Atkins,41,Son,Divorced,Male,Computer games developer,None,None
402,113,Albert Avenue,Derek,Talbot-Atkins,37,Son,Single,Male,Unemployed,None,None
403,114,Albert Avenue,Samantha,Ellis,72,Head,Widowed,Female,Retired Technical author,None,Christian
404,115,Albert Avenue,Reece,Khan,79,Head,Widowed,Male,"Retired Designer, multimedia",None,None
405,116,Albert Avenue,Vanessa,Smith,48,Head,Married,Female,Print production planner,None,Christian
406,116,Albert Avenue,Benjamin,Smith,53,Husband,Married,Male,Unemployed,None,Christian
407,116,Albert Avenue,Tracey,Smith,21,Daughter,Divorced,Female,University Student,None,Christian
408,116,Albert Avenue,Margaret,Smith,19,Daughter,Single,Female,University Student,None,None
409,116,Albert Avenue,George,Law-Smith,9,Son,NA,Male,Student,None,NA
410,117,Albert Avenue,Eric,Fuller,69,Head,Married,Male,Retired Equality and diversity officer,None,Christian
411,117,Albert Avenue,Angela,Fuller,67,Wife,Married,Female,Actuary,None,None
412,118,Albert Avenue,Lee,Glover,20,Head,Single,Male,University Student,None,None
413,119,Albert Avenue,Julia,Richards,79,Head,Widowed,Female,Retired Health physicist,None,Christian
414,120,Albert Avenue,Damian,Adams,27,Head,Married,Male,"Scientist, biomedical",None,None
415,120,Albert Avenue,Kathryn,Adams,24,Wife,Married,Female,Dietitian,None,None
416,121,Albert Avenue,Ryan,Bailey,69,Head,Single,Male,Retired Arts administrator,None,Christian
417,121,Albert Avenue,Andrea,Bailey,26,Granddaughter,Single,Female,Trade union research officer,None,None
418,121,Albert Avenue,Frances,Bailey,23,Granddaughter,Single,Female,Waste management officer,None,Christian
419,122,Albert Avenue,Kirsty,Clarke,52,Head,Single,Female,"Presenter, broadcasting",None,Christian
420,122,Albert Avenue,David,Roberts,59,Partner,Single,Male,Logistics and distribution manager,None,None
421,122,Albert Avenue,Irene,Clarke,14,Daughter,NA,Female,Student,None,NA
422,123,Albert Avenue,Eleanor,Morgan,75,Head,Married,Female,Retired Research scientist (life sciences),None,Christian
423,123,Albert Avenue,Stuart,Morgan,73,Husband,Married,Male,"Retired Restaurant manager, fast food",None,None
424,124,Albert Avenue,Charlotte,Shepherd,74,Head,Married,Female,Retired Insurance broker,None,Christian
425,124,Albert Avenue,Mohammed,Atkinson,75,Husband,Married,Male,Retired Theatre stage manager,None,None
426,124,Albert Avenue,Hugh,Shepherd,38,Son,Single,Male,Unemployed,None,Christian
427,124,Albert Avenue,Jade,Shepherd,NA,Daughter,Divorced,Female,"Engineer, land",None,None
428,125,Albert Avenue,Rhys,Johnson,68,Head,Married,Male,Retired Human resources officer,None,Catholic
429,125,Albert Avenue,June,Johnson,66,Wife,Married,Female,"Pilot, airline",None,Catholic
430,126,Albert Avenue,Rosie,Green,22,Head,Single,Female,University Student,None,Christian
431,126,Albert Avenue,Jenna,Dean,19,None,Single,Female,University Student,None,Christian
432,126,Albert Avenue,Debra,Burton,19,None,Single,Female,University Student,None,Catholic
433,126,Albert Avenue,Rosemary,Evans,18,None,Single,Female,University Student,None,Christian
434,126,Albert Avenue,Daniel,Walsh,19,None,Single,Male,University Student,None,None
435,127,Albert Avenue,Geraldine,Johnson,59,Head,Married,Female,Unemployed,None,Christian
436,127,Albert Avenue,Jeffrey,Johnson,61,Husband,Married,Male,Advertising account executive,None,None
437,128,Albert Avenue,Brett,Barker,41,Head,Widowed,Male,Insurance underwriter,None,None
438,128,Albert Avenue,Eleanor,Barker,7,Daughter,NA,Female,Student,None,NA
439,129,Albert Avenue,Vincent,Richards,86,Head,Widowed,Male,Retired Health visitor,None,Christian
440,130,Albert Avenue,George,Cooper,54,Head,Single,m,"Editor, magazine features",None,NA
441,130,Albert Avenue,Gregory,Francis,44,None,Single,Male,Translator,None,None
442,131,Albert Avenue,Diana,Robinson,41,Head,Single,Female,Clinical biochemist,None,Christian
443,131,Albert Avenue,Rhys,Barlow,43,Partner,Single,Male,Oceanographer,None,Christian
444,132,Albert Avenue,Malcolm,Atkinson,72,Head,Widowed,Male,Retired Medical illustrator,None,Christian
445,133,Albert Avenue,Carly,Brooks,59,Head,Single,Female,Unemployed,None,Christian
446,133,Albert Avenue,Thomas,Brooks,29,Son,Single,male,"Engineer, structural",None,None
447,133,Albert Avenue,Abbie,Armstrong-Brooks,25,Daughter,Single,Female,Dispensing optician,None,None
448,134,Albert Avenue,Leah,Webb,33,Head,Married,Female,Purchasing manager,None,Catholic
449,134,Albert Avenue,Toby,Webb,36,Husband,Married,Male,Museum education officer,None,None
450,134,Albert Avenue,Conor,Webb,6,Son,NA,Male,Student,None,NA
451,134,Albert Avenue,Christopher,Webb,3,Son,NA,male,Child,None,NA
452,135,Albert Avenue,Kelly,Miller,44,Head,Divorced,Female,Local government officer,None,Methodist
453,135,Albert Avenue,Clive,Miller,9,Son,NA,Male,Student,None,NA
454,135,Albert Avenue,Jay,Miller,6,Son,NA,Male,Student,None,NA
455,135,Albert Avenue,Anne,Hughes,53,Lodger,Single,Female,Risk analyst,None,Catholic
456,136,Albert Avenue,Kieran,Duncan,45,Head,Single,male,Mechanical engineer,None,Methodist
457,136,Albert Avenue,Anna,Ali,56,None,Single,Female,Human resources officer,None,None
458,137,Albert Avenue,Mathew,Wood,36,Head,Married,Male,Unemployed,None,Christian
459,137,Albert Avenue,Lorraine,Wood,36,Wife,Married,Female,Animal technologist,None,Christian
460,138,Albert Avenue,Natasha,Cole,75,Head,Divorced,Female,Retired Applications developer,None,Christian
461,139,Albert Avenue,Jasmine,Smart,25,Head,Married,Female,"Psychologist, counselling",None,Methodist
462,139,Albert Avenue,Darren,Smart,26,Husband,Married,Male,"Librarian, academic",None,Methodist
463,139,Albert Avenue,Carol,Smart,0,Daughter,NA,Female,Child,None,NA
464,139,Albert Avenue,Kirsty,Smith,26,Sibling,Divorced,Female,Unemployed,None,None
465,139,Albert Avenue,Joseph,Franklin,58,Lodger,Single,Male,Magazine features editor,None,Christian
466,140,Albert Avenue,Elliot,Lambert,20,Head,Single,Male,University Student,None,Christian
467,140,Albert Avenue,Gregory,Ferguson,26,None,Single,Male,PhD Student,None,Christian
468,141,Albert Avenue,Kyle,Dyer,43,Head,Divorced,Male,"Engineer, manufacturing systems",None,Christian
469,141,Albert Avenue,Brian,Chapman,27,None,Single,m,"Loss adjuster, chartered",None,None
470,142,Albert Avenue,Chelsea,Powell,83,Head,Widowed,Female,Retired Manufacturing engineer,Unknown Infection,None
471,143,Albert Avenue,Jodie,Williams,48,Head,Married,Female,Unemployed,None,None
472,143,Albert Avenue,Tony,Williams,47,Husband,Married,Male,Mining engineer,None,None
473,143,Albert Avenue,Victor,Williams,14,Son,NA,Male,Student,None,NA
474,144,Albert Avenue,Donna,Dale,34,Head,Single,Female,"Engineer, broadcasting (operations)",None,Catholic
475,144,Albert Avenue,Nicholas,Thomas,26,Partner,Single,Male,Adult nurse,None,None
476,144,Albert Avenue,Ann,Dale,6,Daughter,NA,Female,Student,None,NA
477,144,Albert Avenue,Fiona,Dale,4,Daughter,NA,Female,Child,None,NA
478,144,Albert Avenue,Liam,Dale,3,Son,NA,Male,Child,None,NA
479,145,Albert Avenue,Carol,Scott,79,Head,Widowed,Female,Retired Pharmacologist,None,None
480,146,Albert Avenue,Peter,Skinner,58,Head,Married,Male,Community development worker,None,Christian
481,146,Albert Avenue,Georgina,Skinner,61,Wife,Married,Female,Electrical engineer,None,Christian
482,147,Albert Avenue,Karen,Bailey,61,Head,Married,Female,Oceanographer,None,None
483,147,Albert Avenue,Rhys,Bailey,67,Husband,Married,Male,"Scientist, product/process development",None,None
484,148,Albert Avenue,Wendy,Randall,51,Head,Married,Female,Investment analyst,None,Catholic
485,148,Albert Avenue,Timothy,Randall,47,Husband,Married,Male,Textile designer,None,Catholic
486,148,Albert Avenue,Dominic,Randall,18,Son,Single,Male,Student,None,None
487,148,Albert Avenue,Barry,Randall,12,Son,NA,Male,Student,None,NA
488,149,Albert Avenue,Jodie,Hyde,41,Head,Married,Female,Hospital doctor,None,Christian
489,149,Albert Avenue,Jay,Hyde,42,Husband,Married,Male,"Production designer, theatre/television/film",None,Christian
490,149,Albert Avenue,Chelsea,Hyde,14,Daughter,NA,Female,Student,None,NA
491,149,Albert Avenue,Alison,Hyde,12,Daughter,NA,Female,Student,None,NA
492,150,Albert Avenue,Charlene,Wilson,45,Head,Divorced,Female,Unemployed,None,Catholic
493,150,Albert Avenue,Chloe,Wilson,17,Daughter,NA,Female,Student,None,NA
494,150,Albert Avenue,Gary,Wilson,16,Son,NA,Male,Student,None,NA
495,151,Albert Avenue,Eileen,Williams,34,Head,Divorced,Female,Unemployed,None,Methodist
496,151,Albert Avenue,Shane,Williams,4,Son,NA,Male,Child,None,NA
497,152,Albert Avenue,Rita,Chandler,34,Head,Married,Female,Retail merchandiser,None,Christian
498,152,Albert Avenue,Mark,Chandler,40,Husband,Married,Male,Product manager,None,None
499,153,Albert Avenue,William,Walker,44,Head,Married,Male,Bonds trader,None,Methodist
500,153,Albert Avenue,Marilyn,Walker,42,Wife,Married,Female,"Producer, television/film/video",None,Methodist
501,154,Albert Avenue,Carly,Watson,29,Head,Single,Female,"Engineer, drilling",None,Christian
